"1","Standard","2","Disponible"
"2","Standard","2","Ocupada"
"3","Standard","2","Disponible"
"4","Standard","2","Ocupada"
"5","Standard","2","Disponible"
"6","Standard","2","Disponible"
"7","Standard","2","Disponible"
"8","Standard","2","Disponible"
"9","Standard","2","Disponible"
"10","Standard","2","Disponible"
"11","Standard","2","Disponible"
"12","Standard","2","Disponible"
"13","Standard","2","Disponible"
"14","Standard","2","Disponible"
"15","Standard","2","Disponible"
"16","Doble","2","Disponible"
"17","Doble","2","Disponible"
"18","Doble","2","Disponible"
"19","Doble","2","Disponible"
"20","Doble","2","Disponible"
"21","Doble","2","Disponible"
"22","Doble","2","Disponible"
"23","Doble","2","Disponible"
"24","Doble","2","Disponible"
"25","Doble","2","Disponible"
"26","Standard","3","Disponible"
"27","Standard","3","Disponible"
"28","Standard","3","Disponible"
"29","Standard","3","Disponible"
"30","Standard","3","Disponible"
"31","Standard","3","Disponible"
"32","Standard","3","Disponible"
"33","Standard","3","Disponible"
"34","Standard","3","Disponible"
"35","Standard","3","Disponible"
"36","Standard","3","Disponible"
"37","Standard","3","Disponible"
"38","Standard","3","Disponible"
"39","Standard","3","Disponible"
"40","Standard","3","Disponible"
"41","Doble","3","Disponible"
"42","Doble","3","Disponible"
"43","Doble","3","Disponible"
"44","Doble","3","Disponible"
"45","Doble","3","Disponible"
"46","Doble","3","Disponible"
"47","Doble","3","Disponible"
"48","Doble","3","Disponible"
"49","Doble","3","Disponible"
"50","Doble","3","Disponible"
"51","Standard","4","Disponible"
"52","Standard","4","Disponible"
"53","Standard","4","Disponible"
"54","Standard","4","Disponible"
"55","Standard","4","Disponible"
"56","Standard","4","Disponible"
"57","Standard","4","Disponible"
"58","Standard","4","Disponible"
"59","Standard","4","Disponible"
"60","Standard","4","Disponible"
"61","Doble","4","Disponible"
"62","Doble","4","Disponible"
"63","Doble","4","Disponible"
"64","Doble","4","Disponible"
"65","Doble","4","Disponible"
"66","Suite","4","Disponible"
"67","Suite","4","Disponible"
"68","Suite","4","Disponible"
"69","Suite","4","Disponible"
"70","Suite","4","Disponible"
"71","Suite","5","Disponible"
"72","Suite","5","Disponible"
"73","Suite","5","Disponible"
"74","Suite","5","Disponible"
"75","Suite","5","Disponible"
"76","Suite","5","Disponible"
"77","Suite","5","Disponible"
"78","Suite","5","Reservado"
"79","Suite","5","Disponible"
"80","Suite","5","Disponible"
"81","Suite","5","Disponible"
"82","Suite","6","Disponible"
"83","Suite","6","Disponible"
"84","Suite","6","Disponible"
"85","Suite","6","Disponible"
"86","Suite","6","Disponible"
"87","Business","6","Disponible"
"88","Business","6","Disponible"
"89","Business","6","Disponible"
"90","Business","6","Disponible"
"91","Business","6","Disponible"
"92","Business","6","Disponible"
"93","Business","6","Disponible"
"94","Business","6","Disponible"
"95","Business","6","Disponible"
"96","Business","6","Disponible"
"97","Business","7","Disponible"
"98","Business","7","Disponible"
"99","Business","7","Disponible"
"100","Business","7","Disponible"
"101","Business","7","Disponible"
"102","Business","7","Disponible"
"103","Business","7","Disponible"
"104","Business","7","Disponible"
"105","Business","7","Disponible"
"106","Business","7","Disponible"
"107","Business","7","Disponible"
"108","Business","7","Disponible"
"109","Business","7","Disponible"
"110","Business","7","Ocupada"
"111","Business","7","Disponible"
"112","Business","7","Disponible"
"113","Business","7","Disponible"
"114","Business","7","Disponible"
"115","Business","7","Disponible"
"116","Business","7","Disponible"
"117","Business","7","Disponible"
"118","Business","7","Disponible"
"119","Business","7","Disponible"
"120","Business","7","Reservado"
